row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub-category,product_name,sales
2935,US-2017-169040,06/12/2017,12/12/2017,STANDARD CLASS,GT-14710,GREG TRAN,CONSUMER,UNITED STATES,SEATTLE,WASHINGTON,98105.0,WEST,TEC-PH-10002834,TECHNOLOGY,PHONES,GOOGLE NEXUS 5,431.976
2936,US-2017-169040,06/12/2017,12/12/2017,STANDARD CLASS,GT-14710,GREG TRAN,CONSUMER,UNITED STATES,SEATTLE,WASHINGTON,98105.0,WEST,OFF-EN-10000927,OFFICE SUPPLIES,ENVELOPES,JET-PAK RECYCLED PEEL 'N' SEAL PADDED MAILERS,35.89
2937,US-2017-169040,06/12/2017,12/12/2017,STANDARD CLASS,GT-14710,GREG TRAN,CONSUMER,UNITED STATES,SEATTLE,WASHINGTON,98105.0,WEST,OFF-BI-10001636,OFFICE SUPPLIES,BINDERS,IBICO PLASTIC AND WIRE SPIRAL BINDING COMBS,47.208
2938,US-2017-169040,06/12/2017,12/12/2017,STANDARD CLASS,GT-14710,GREG TRAN,CONSUMER,UNITED STATES,SEATTLE,WASHINGTON,98105.0,WEST,OFF-PA-10001736,OFFICE SUPPLIES,PAPER,XEROX 1880,248.08
2939,US-2017-169040,06/12/2017,12/12/2017,STANDARD CLASS,GT-14710,GREG TRAN,CONSUMER,UNITED STATES,SEATTLE,WASHINGTON,98105.0,WEST,OFF-PA-10000482,OFFICE SUPPLIES,PAPER,"SNAP-A-WAY BLACK PRINT CARBONLESS RULED SPEED LETTER, TRIPLICATE",189.7
2940,US-2017-169040,06/12/2017,12/12/2017,STANDARD CLASS,GT-14710,GREG TRAN,CONSUMER,UNITED STATES,SEATTLE,WASHINGTON,98105.0,WEST,OFF-BI-10001658,OFFICE SUPPLIES,BINDERS,GBC STANDARD THERM-A-BIND COVERS,59.808
2941,CA-2018-155880,25/03/2018,31/03/2018,STANDARD CLASS,JD-16150,JUSTIN DEGGELLER,CORPORATE,UNITED STATES,MILWAUKEE,WISCONSIN,53209.0,CENTRAL,FUR-CH-10000422,FURNITURE,CHAIRS,GLOBAL HIGHBACK LEATHER TILTER IN BURGUNDY,90.99
2942,CA-2018-155880,25/03/2018,31/03/2018,STANDARD CLASS,JD-16150,JUSTIN DEGGELLER,CORPORATE,UNITED STATES,MILWAUKEE,WISCONSIN,53209.0,CENTRAL,FUR-CH-10004675,FURNITURE,CHAIRS,"LIFETIME ADVANTAGE FOLDING CHAIRS, 4/CARTON",1526.56
2943,CA-2018-155880,25/03/2018,31/03/2018,STANDARD CLASS,JD-16150,JUSTIN DEGGELLER,CORPORATE,UNITED STATES,MILWAUKEE,WISCONSIN,53209.0,CENTRAL,FUR-CH-10002880,FURNITURE,CHAIRS,"GLOBAL HIGH-BACK LEATHER TILTER, BURGUNDY",368.97
2944,CA-2018-126242,19/11/2018,24/11/2018,STANDARD CLASS,MC-18100,MICK CREBAGGA,CONSUMER,UNITED STATES,LOS ANGELES,CALIFORNIA,90049.0,WEST,OFF-ST-10000675,OFFICE SUPPLIES,STORAGE,"FILE SHUTTLE II AND HANDI-FILE, BLACK",305.01
2945,CA-2018-126242,19/11/2018,24/11/2018,STANDARD CLASS,MC-18100,MICK CREBAGGA,CONSUMER,UNITED STATES,LOS ANGELES,CALIFORNIA,90049.0,WEST,FUR-FU-10002685,FURNITURE,FURNISHINGS,"EXECUTIVE IMPRESSIONS 13-1/2"" INDOOR/OUTDOOR WALL CLOCK",18.7
2946,CA-2017-166443,04/11/2017,05/11/2017,FIRST CLASS,LH-17020,LISA HAZARD,CONSUMER,UNITED STATES,SAN FRANCISCO,CALIFORNIA,94122.0,WEST,FUR-FU-10004020,FURNITURE,FURNISHINGS,ADVANTUS PANEL WALL ACRYLIC FRAME,38.29
2947,CA-2018-169859,14/12/2018,18/12/2018,STANDARD CLASS,MP-18175,MIKE PELLETIER,HOME OFFICE,UNITED STATES,SAN DIEGO,CALIFORNIA,92024.0,WEST,FUR-FU-10004963,FURNITURE,FURNISHINGS,"ELDON 400 CLASS DESK ACCESSORIES, BLACK CARBON",26.25
2948,CA-2018-169859,14/12/2018,18/12/2018,STANDARD CLASS,MP-18175,MIKE PELLETIER,HOME OFFICE,UNITED STATES,SAN DIEGO,CALIFORNIA,92024.0,WEST,OFF-BI-10000174,OFFICE SUPPLIES,BINDERS,"WILSON JONES CLIP & CARRY FOLDER BINDER TOOL FOR RING BINDERS, CLEAR",64.96
2949,CA-2018-169859,14/12/2018,18/12/2018,STANDARD CLASS,MP-18175,MIKE PELLETIER,HOME OFFICE,UNITED STATES,SAN DIEGO,CALIFORNIA,92024.0,WEST,OFF-EN-10000461,OFFICE SUPPLIES,ENVELOPES,"#10- 4 1/8"" X 9 1/2"" RECYCLED ENVELOPES",43.7
2950,CA-2018-134915,12/11/2018,12/11/2018,SAME DAY,EM-14140,EUGENE MOREN,HOME OFFICE,UNITED STATES,GLENDALE,ARIZONA,85301.0,WEST,TEC-AC-10001266,TECHNOLOGY,ACCESSORIES,MEMOREX MICRO TRAVEL DRIVE 8 GB,41.6
2951,CA-2018-134915,12/11/2018,12/11/2018,SAME DAY,EM-14140,EUGENE MOREN,HOME OFFICE,UNITED STATES,GLENDALE,ARIZONA,85301.0,WEST,OFF-PA-10002160,OFFICE SUPPLIES,PAPER,XEROX 1978,23.12
2952,CA-2018-134915,12/11/2018,12/11/2018,SAME DAY,EM-14140,EUGENE MOREN,HOME OFFICE,UNITED STATES,GLENDALE,ARIZONA,85301.0,WEST,FUR-CH-10004875,FURNITURE,CHAIRS,HARBOUR CREATIONS 67200 SERIES STACKING CHAIRS,113.888
2953,CA-2018-134915,12/11/2018,12/11/2018,SAME DAY,EM-14140,EUGENE MOREN,HOME OFFICE,UNITED STATES,GLENDALE,ARIZONA,85301.0,WEST,FUR-FU-10000305,FURNITURE,FURNISHINGS,"TENEX V2T-RE STANDARD WEIGHT SERIES CHAIR MAT, 45"" X 53"", LIP 25"" X 12""",113.568
2954,CA-2018-134915,12/11/2018,12/11/2018,SAME DAY,EM-14140,EUGENE MOREN,HOME OFFICE,UNITED STATES,GLENDALE,ARIZONA,85301.0,WEST,TEC-PH-10000347,TECHNOLOGY,PHONES,CUSH CASES HEAVY DUTY RUGGED COVER CASE FOR SAMSUNG GALAXY S5 - PURPLE,7.92
2955,CA-2018-134915,12/11/2018,12/11/2018,SAME DAY,EM-14140,EUGENE MOREN,HOME OFFICE,UNITED STATES,GLENDALE,ARIZONA,85301.0,WEST,TEC-PH-10001459,TECHNOLOGY,PHONES,SAMSUNG GALAXY MEGA 6.3,671.984
2956,CA-2017-153353,18/08/2017,24/08/2017,STANDARD CLASS,GG-14650,GREG GUTHRIE,CORPORATE,UNITED STATES,NEW YORK CITY,NEW YORK,10035.0,EAST,TEC-PH-10000439,TECHNOLOGY,PHONES,GE DSL PHONE LINE FILTER,39.99
2957,CA-2018-123638,27/06/2018,04/07/2018,STANDARD CLASS,MA-17995,MICHELLE ARNETT,HOME OFFICE,UNITED STATES,WATERTOWN,NEW YORK,13601.0,EAST,FUR-CH-10002647,FURNITURE,CHAIRS,"SITUATIONS CONTOURED FOLDING CHAIRS, 4/SET",191.646
2958,CA-2018-168900,04/05/2018,09/05/2018,STANDARD CLASS,SH-20395,SHAHID HOPKINS,CONSUMER,UNITED STATES,SPRINGFIELD,OHIO,45503.0,EAST,OFF-BI-10003910,OFFICE SUPPLIES,BINDERS,DXL ANGLE-VIEW BINDERS WITH LOCKING RINGS BY SAMSILL,2.313
2959,CA-2016-158456,24/12/2016,29/12/2016,STANDARD CLASS,KT-16465,KEAN TAKAHITO,CONSUMER,UNITED STATES,LOS ANGELES,CALIFORNIA,90032.0,WEST,OFF-BI-10001097,OFFICE SUPPLIES,BINDERS,AVERY HOLE REINFORCEMENTS,19.936
2960,CA-2016-158456,24/12/2016,29/12/2016,STANDARD CLASS,KT-16465,KEAN TAKAHITO,CONSUMER,UNITED STATES,LOS ANGELES,CALIFORNIA,90032.0,WEST,OFF-FA-10004854,OFFICE SUPPLIES,FASTENERS,"VINYL COATED WIRE PAPER CLIPS IN ORGANIZER BOX, 800/BOX",45.92
2961,CA-2018-143665,26/04/2018,01/05/2018,STANDARD CLASS,PO-19180,PHILISSE OVERCASH,HOME OFFICE,UNITED STATES,SEATTLE,WASHINGTON,98115.0,WEST,OFF-PA-10003673,OFFICE SUPPLIES,PAPER,STRATHMORE PHOTO MOUNT CARDS,20.34
2962,CA-2018-143665,26/04/2018,01/05/2018,STANDARD CLASS,PO-19180,PHILISSE OVERCASH,HOME OFFICE,UNITED STATES,SEATTLE,WASHINGTON,98115.0,WEST,OFF-LA-10002034,OFFICE SUPPLIES,LABELS,AVERY 478,39.28
2963,CA-2018-137428,16/12/2018,21/12/2018,SECOND CLASS,AY-10555,ANDY YOTOV,CORPORATE,UNITED STATES,OCEANSIDE,CALIFORNIA,92054.0,WEST,FUR-CH-10002774,FURNITURE,CHAIRS,"GLOBAL DELUXE STACKING CHAIR, GRAY",81.568
2964,CA-2018-137428,16/12/2018,21/12/2018,SECOND CLASS,AY-10555,ANDY YOTOV,CORPORATE,UNITED STATES,OCEANSIDE,CALIFORNIA,92054.0,WEST,FUR-CH-10003817,FURNITURE,CHAIRS,"GLOBAL VALUE STENO CHAIR, GRAY",97.184
2965,CA-2018-137428,16/12/2018,21/12/2018,SECOND CLASS,AY-10555,ANDY YOTOV,CORPORATE,UNITED STATES,OCEANSIDE,CALIFORNIA,92054.0,WEST,OFF-BI-10002949,OFFICE SUPPLIES,BINDERS,PRESTIGE ROUND RING BINDERS,24.32
2966,CA-2018-137428,16/12/2018,21/12/2018,SECOND CLASS,AY-10555,ANDY YOTOV,CORPORATE,UNITED STATES,OCEANSIDE,CALIFORNIA,92054.0,WEST,FUR-FU-10002445,FURNITURE,FURNISHINGS,"DAX TWO-TONE ROSEWOOD/BLACK DOCUMENT FRAME, DESKTOP, 5 X 7",18.96
2967,CA-2015-162866,27/12/2015,31/12/2015,STANDARD CLASS,CO-12640,COREY-LOCK,CONSUMER,UNITED STATES,SKOKIE,ILLINOIS,60076.0,CENTRAL,FUR-FU-10001473,FURNITURE,FURNISHINGS,DAX WOOD DOCUMENT FRAME,32.952
2968,CA-2015-162866,27/12/2015,31/12/2015,STANDARD CLASS,CO-12640,COREY-LOCK,CONSUMER,UNITED STATES,SKOKIE,ILLINOIS,60076.0,CENTRAL,OFF-ST-10002562,OFFICE SUPPLIES,STORAGE,STAPLE MAGNET,30.016
2969,CA-2018-167941,06/11/2018,09/11/2018,SECOND CLASS,JF-15565,JILL FJELD,CONSUMER,UNITED STATES,FAYETTEVILLE,NORTH CAROLINA,28314.0,SOUTH,OFF-AP-10002118,OFFICE SUPPLIES,APPLIANCES,"1.7 CUBIC FOOT COMPACT ""CUBE"" OFFICE REFRIGERATORS",499.584
2970,CA-2018-167941,06/11/2018,09/11/2018,SECOND CLASS,JF-15565,JILL FJELD,CONSUMER,UNITED STATES,FAYETTEVILLE,NORTH CAROLINA,28314.0,SOUTH,OFF-PA-10001800,OFFICE SUPPLIES,PAPER,XEROX 220,31.104
2971,CA-2018-167941,06/11/2018,09/11/2018,SECOND CLASS,JF-15565,JILL FJELD,CONSUMER,UNITED STATES,FAYETTEVILLE,NORTH CAROLINA,28314.0,SOUTH,OFF-BI-10002827,OFFICE SUPPLIES,BINDERS,AVERY DURABLE POLY BINDERS,13.272
2972,CA-2018-167941,06/11/2018,09/11/2018,SECOND CLASS,JF-15565,JILL FJELD,CONSUMER,UNITED STATES,FAYETTEVILLE,NORTH CAROLINA,28314.0,SOUTH,FUR-FU-10004671,FURNITURE,FURNISHINGS,"EXECUTIVE IMPRESSIONS 12"" WALL CLOCK",28.272
2973,CA-2018-167941,06/11/2018,09/11/2018,SECOND CLASS,JF-15565,JILL FJELD,CONSUMER,UNITED STATES,FAYETTEVILLE,NORTH CAROLINA,28314.0,SOUTH,OFF-ST-10000736,OFFICE SUPPLIES,STORAGE,CARINA DOUBLE WIDE MEDIA STORAGE TOWERS IN NATURAL & BLACK,259.136
2974,CA-2018-111808,16/12/2018,20/12/2018,STANDARD CLASS,AR-10510,ANDREW ROBERTS,CONSUMER,UNITED STATES,TULSA,OKLAHOMA,74133.0,CENTRAL,OFF-BI-10004656,OFFICE SUPPLIES,BINDERS,PEEL & STICK ADD-ON CORNER POCKETS,10.8
2975,CA-2016-137512,07/05/2016,12/05/2016,STANDARD CLASS,AG-10675,ANNA GAYMAN,CONSUMER,UNITED STATES,ALLEN,TEXAS,75002.0,CENTRAL,FUR-TA-10001095,FURNITURE,TABLES,CHROMCRAFT ROUND CONFERENCE TABLES,244.006
2976,CA-2016-137512,07/05/2016,12/05/2016,STANDARD CLASS,AG-10675,ANNA GAYMAN,CONSUMER,UNITED STATES,ALLEN,TEXAS,75002.0,CENTRAL,OFF-PA-10000213,OFFICE SUPPLIES,PAPER,XEROX 198,15.936
2977,CA-2018-139773,04/12/2018,04/12/2018,SAME DAY,DV-13045,DARRIN VAN HUFF,CORPORATE,UNITED STATES,PHILADELPHIA,PENNSYLVANIA,19143.0,EAST,FUR-CH-10001797,FURNITURE,CHAIRS,"SAFCO CHAIR CONNECTORS, 6/CARTON",188.552
2978,CA-2018-134607,03/10/2018,08/10/2018,SECOND CLASS,HL-15040,HUNTER LOPEZ,CONSUMER,UNITED STATES,ROCHESTER,NEW YORK,14609.0,EAST,OFF-ST-10002214,OFFICE SUPPLIES,STORAGE,X-RACK FILE FOR HANGING FOLDERS,22.58
2979,CA-2015-109232,13/01/2015,16/01/2015,SECOND CLASS,ND-18370,NATALIE DECHERNEY,CONSUMER,UNITED STATES,MOUNT PLEASANT,SOUTH CAROLINA,29464.0,SOUTH,FUR-CH-10000422,FURNITURE,CHAIRS,GLOBAL HIGHBACK LEATHER TILTER IN BURGUNDY,545.94
2980,CA-2016-139850,12/06/2016,17/06/2016,STANDARD CLASS,GB-14575,GIULIETTA BAPTIST,CONSUMER,UNITED STATES,PHILADELPHIA,PENNSYLVANIA,19134.0,EAST,OFF-PA-10003848,OFFICE SUPPLIES,PAPER,XEROX 1997,20.736
2981,CA-2016-139850,12/06/2016,17/06/2016,STANDARD CLASS,GB-14575,GIULIETTA BAPTIST,CONSUMER,UNITED STATES,PHILADELPHIA,PENNSYLVANIA,19134.0,EAST,FUR-FU-10003623,FURNITURE,FURNISHINGS,"DATAPRODUCTS AMPLI MAGNIFIER TASK LAMP, BLACK,",43.296
2982,CA-2015-131310,12/07/2015,18/07/2015,STANDARD CLASS,CL-12565,CLAY LUDTKE,CONSUMER,UNITED STATES,SEATTLE,WASHINGTON,98115.0,WEST,FUR-CH-10001797,FURNITURE,CHAIRS,"SAFCO CHAIR CONNECTORS, 6/CARTON",123.136
2983,CA-2015-131310,12/07/2015,18/07/2015,STANDARD CLASS,CL-12565,CLAY LUDTKE,CONSUMER,UNITED STATES,SEATTLE,WASHINGTON,98115.0,WEST,OFF-BI-10003094,OFFICE SUPPLIES,BINDERS,SELF-ADHESIVE RING BINDER LABELS,11.264
2984,US-2015-112872,06/12/2015,11/12/2015,SECOND CLASS,RC-19960,RYAN CROWE,CONSUMER,UNITED STATES,SPRINGFIELD,OREGON,97477.0,WEST,OFF-ST-10002205,OFFICE SUPPLIES,STORAGE,FILE SHUTTLE I AND HANDI-FILE,53.424
2985,US-2015-112872,06/12/2015,11/12/2015,SECOND CLASS,RC-19960,RYAN CROWE,CONSUMER,UNITED STATES,SPRINGFIELD,OREGON,97477.0,WEST,FUR-TA-10003238,FURNITURE,TABLES,"CHROMCRAFT BULL-NOSE WOOD 48"" X 96"" RECTANGULAR CONFERENCE TABLES",275.49
2986,CA-2017-139269,25/05/2017,30/05/2017,STANDARD CLASS,JB-16045,JULIA BARNETT,HOME OFFICE,UNITED STATES,COLUMBUS,GEORGIA,31907.0,SOUTH,FUR-FU-10000755,FURNITURE,FURNISHINGS,ELDON EXPRESSIONS MAHOGANY WOOD DESK COLLECTION,24.96
2987,CA-2017-139269,25/05/2017,30/05/2017,STANDARD CLASS,JB-16045,JULIA BARNETT,HOME OFFICE,UNITED STATES,COLUMBUS,GEORGIA,31907.0,SOUTH,OFF-PA-10002893,OFFICE SUPPLIES,PAPER,"WIREBOUND SERVICE CALL BOOKS, 5 1/2"" X 4""",19.36
2988,CA-2017-139269,25/05/2017,30/05/2017,STANDARD CLASS,JB-16045,JULIA BARNETT,HOME OFFICE,UNITED STATES,COLUMBUS,GEORGIA,31907.0,SOUTH,OFF-ST-10000689,OFFICE SUPPLIES,STORAGE,"FELLOWES STRICTLY BUSINESS DRAWER FILE, LETTER/LEGAL SIZE",1267.65
2989,CA-2017-139010,21/02/2017,26/02/2017,SECOND CLASS,MC-17635,MATTHEW CLASEN,CORPORATE,UNITED STATES,LOS ANGELES,CALIFORNIA,90032.0,WEST,TEC-AC-10004227,TECHNOLOGY,ACCESSORIES,SANDISK ULTRA 16 GB MICROSDHC CLASS 10 MEMORY CARD,12.99
2990,CA-2017-139010,21/02/2017,26/02/2017,SECOND CLASS,MC-17635,MATTHEW CLASEN,CORPORATE,UNITED STATES,LOS ANGELES,CALIFORNIA,90032.0,WEST,OFF-BI-10000174,OFFICE SUPPLIES,BINDERS,"WILSON JONES CLIP & CARRY FOLDER BINDER TOOL FOR RING BINDERS, CLEAR",18.56
2991,CA-2017-139010,21/02/2017,26/02/2017,SECOND CLASS,MC-17635,MATTHEW CLASEN,CORPORATE,UNITED STATES,LOS ANGELES,CALIFORNIA,90032.0,WEST,OFF-ST-10001809,OFFICE SUPPLIES,STORAGE,FELLOWES OFFICEWARE WIRE SHELVING,449.15
2992,CA-2017-139010,21/02/2017,26/02/2017,SECOND CLASS,MC-17635,MATTHEW CLASEN,CORPORATE,UNITED STATES,LOS ANGELES,CALIFORNIA,90032.0,WEST,OFF-BI-10002309,OFFICE SUPPLIES,BINDERS,AVERY HEAVY-DUTY EZD  BINDER WITH LOCKING RINGS,31.248
2993,CA-2017-134376,02/10/2017,06/10/2017,STANDARD CLASS,TT-21265,TIM TASLIMI,CORPORATE,UNITED STATES,NEW YORK CITY,NEW YORK,10024.0,EAST,OFF-AP-10004532,OFFICE SUPPLIES,APPLIANCES,KENSINGTON 6 OUTLET GUARDIAN STANDARD SURGE PROTECTOR,61.44
2994,CA-2018-147291,11/03/2018,17/03/2018,STANDARD CLASS,MJ-17740,MAX JONES,CONSUMER,UNITED STATES,DETROIT,MICHIGAN,48227.0,CENTRAL,OFF-BI-10003091,OFFICE SUPPLIES,BINDERS,GBC DOCUBIND TL200 MANUAL BINDING MACHINE,895.92
2995,CA-2017-112893,09/09/2017,13/09/2017,SECOND CLASS,AT-10735,ANNIE THURMAN,CONSUMER,UNITED STATES,STOCKTON,CALIFORNIA,95207.0,WEST,OFF-BI-10004654,OFFICE SUPPLIES,BINDERS,VARICAP6 EXPANDABLE BINDER,55.36
2996,US-2015-150532,14/07/2015,21/07/2015,STANDARD CLASS,PB-19150,PHILIP BROWN,CONSUMER,UNITED STATES,PHOENIX,ARIZONA,85023.0,WEST,OFF-ST-10000760,OFFICE SUPPLIES,STORAGE,ELDON FOLD 'N ROLL CART SYSTEM,55.92
2997,CA-2015-138317,21/06/2015,25/06/2015,STANDARD CLASS,NW-18400,NATALIE WEBBER,CONSUMER,UNITED STATES,PHILADELPHIA,PENNSYLVANIA,19120.0,EAST,OFF-EN-10001539,OFFICE SUPPLIES,ENVELOPES,STAPLE ENVELOPE,24.896
2998,CA-2015-138317,21/06/2015,25/06/2015,STANDARD CLASS,NW-18400,NATALIE WEBBER,CONSUMER,UNITED STATES,PHILADELPHIA,PENNSYLVANIA,19120.0,EAST,FUR-FU-10000550,FURNITURE,FURNISHINGS,STACKING TRAYS BY OIC,3.984
2999,CA-2015-138317,21/06/2015,25/06/2015,STANDARD CLASS,NW-18400,NATALIE WEBBER,CONSUMER,UNITED STATES,PHILADELPHIA,PENNSYLVANIA,19120.0,EAST,TEC-AC-10003628,TECHNOLOGY,ACCESSORIES,LOGITECH 910-002974 M325 WIRELESS MOUSE FOR WEB SCROLLING,95.968
3000,CA-2015-138317,21/06/2015,25/06/2015,STANDARD CLASS,NW-18400,NATALIE WEBBER,CONSUMER,UNITED STATES,PHILADELPHIA,PENNSYLVANIA,19120.0,EAST,TEC-MA-10004521,TECHNOLOGY,MACHINES,EPSON PERFECTION V600 PHOTO SCANNER,206.991
3001,CA-2015-138317,21/06/2015,25/06/2015,STANDARD CLASS,NW-18400,NATALIE WEBBER,CONSUMER,UNITED STATES,PHILADELPHIA,PENNSYLVANIA,19120.0,EAST,OFF-AP-10003860,OFFICE SUPPLIES,APPLIANCES,FELLOWES ADVANCED 8 OUTLET SURGE SUPPRESSOR WITH PHONE/FAX PROTECTION,44.416
3002,CA-2015-138317,21/06/2015,25/06/2015,STANDARD CLASS,NW-18400,NATALIE WEBBER,CONSUMER,UNITED STATES,PHILADELPHIA,PENNSYLVANIA,19120.0,EAST,OFF-BI-10000069,OFFICE SUPPLIES,BINDERS,"GBC PREPUNCHED PAPER, 19-HOLE, FOR BINDING SYSTEMS, 24-LB",9.006
3003,CA-2016-130610,05/07/2016,10/07/2016,STANDARD CLASS,VP-21730,VICTOR PREIS,HOME OFFICE,UNITED STATES,STERLING HEIGHTS,MICHIGAN,48310.0,CENTRAL,OFF-BI-10003655,OFFICE SUPPLIES,BINDERS,DURABLE PRESSBOARD BINDERS,19.0
3004,CA-2018-104381,16/12/2018,23/12/2018,STANDARD CLASS,RD-19810,ROSS DEVINCENTIS,HOME OFFICE,UNITED STATES,ROCHESTER,NEW YORK,14609.0,EAST,OFF-BI-10001628,OFFICE SUPPLIES,BINDERS,"ACCO DATA FLEX CABLE POSTS FOR TOP & BOTTOM LOAD BINDERS, 6"" CAPACITY",33.376
3005,CA-2017-131499,08/09/2017,10/09/2017,FIRST CLASS,MG-17875,MICHAEL GRACE,HOME OFFICE,UNITED STATES,NEW YORK CITY,NEW YORK,10011.0,EAST,OFF-AP-10003779,OFFICE SUPPLIES,APPLIANCES,KENSINGTON 7 OUTLET MASTERPIECE POWER CENTER WITH FAX/PHONE LINE PROTECTION,207.48
3006,CA-2015-148761,17/05/2015,21/05/2015,STANDARD CLASS,PA-19060,PETE ARMSTRONG,HOME OFFICE,UNITED STATES,EAU CLAIRE,WISCONSIN,54703.0,CENTRAL,OFF-BI-10000666,OFFICE SUPPLIES,BINDERS,SURELOCK POST BINDERS,91.68
3007,CA-2018-116519,13/10/2018,15/10/2018,FIRST CLASS,CR-12730,CRAIG REITER,CONSUMER,UNITED STATES,NEW YORK CITY,NEW YORK,10009.0,EAST,OFF-AP-10000828,OFFICE SUPPLIES,APPLIANCES,AVANTI 4.4 CU. FT. REFRIGERATOR,904.9
3008,CA-2015-130729,24/10/2015,29/10/2015,STANDARD CLASS,AA-10375,ALLEN ARMOLD,CONSUMER,UNITED STATES,RANCHO CUCAMONGA,CALIFORNIA,91730.0,WEST,OFF-BI-10002706,OFFICE SUPPLIES,BINDERS,AVERY PREMIER HEAVY-DUTY BINDER WITH ROUND LOCKING RINGS,34.272
3009,CA-2017-124772,05/12/2017,06/12/2017,FIRST CLASS,JG-15160,JAMES GALANG,CONSUMER,UNITED STATES,MURRAY,KENTUCKY,42071.0,SOUTH,FUR-FU-10004748,FURNITURE,FURNISHINGS,"HOWARD MILLER 16"" DIAMETER GALLERY WALL CLOCK",191.82
3010,CA-2017-115525,25/07/2017,29/07/2017,STANDARD CLASS,RR-19525,RICK REED,CORPORATE,UNITED STATES,TOLEDO,OHIO,43615.0,EAST,OFF-AP-10000026,OFFICE SUPPLIES,APPLIANCES,TRIPP LITE ISOTEL 6 OUTLET SURGE PROTECTOR WITH FAX/MODEM PROTECTION,243.88
3011,CA-2018-134845,17/04/2018,23/04/2018,STANDARD CLASS,SR-20425,SHARELLE ROACH,HOME OFFICE,UNITED STATES,LOUISVILLE,COLORADO,80027.0,WEST,OFF-BI-10000773,OFFICE SUPPLIES,BINDERS,INSERTABLE TAB POST BINDER DIVIDERS,12.03
3012,CA-2018-134845,17/04/2018,23/04/2018,STANDARD CLASS,SR-20425,SHARELLE ROACH,HOME OFFICE,UNITED STATES,LOUISVILLE,COLORADO,80027.0,WEST,TEC-MA-10000822,TECHNOLOGY,MACHINES,LEXMARK MX611DHE MONOCHROME LASER PRINTER,2549.985
3013,CA-2018-134845,17/04/2018,23/04/2018,STANDARD CLASS,SR-20425,SHARELLE ROACH,HOME OFFICE,UNITED STATES,LOUISVILLE,COLORADO,80027.0,WEST,OFF-BI-10001543,OFFICE SUPPLIES,BINDERS,GBC VELOBINDER MANUAL BINDING SYSTEM,21.594
3014,CA-2018-134845,17/04/2018,23/04/2018,STANDARD CLASS,SR-20425,SHARELLE ROACH,HOME OFFICE,UNITED STATES,LOUISVILLE,COLORADO,80027.0,WEST,OFF-BI-10003355,OFFICE SUPPLIES,BINDERS,CARDINAL HOLDIT BUSINESS CARD POCKETS,8.964
3015,CA-2018-134845,17/04/2018,23/04/2018,STANDARD CLASS,SR-20425,SHARELLE ROACH,HOME OFFICE,UNITED STATES,LOUISVILLE,COLORADO,80027.0,WEST,OFF-PA-10002005,OFFICE SUPPLIES,PAPER,XEROX 225,20.736
3016,US-2016-138919,17/09/2016,21/09/2016,STANDARD CLASS,LS-16975,LINDSAY SHAGIARI,HOME OFFICE,UNITED STATES,NEW YORK CITY,NEW YORK,10035.0,EAST,FUR-TA-10004154,FURNITURE,TABLES,"RIVERSIDE FURNITURE OVAL COFFEE TABLE, OVAL END TABLE, END TABLE WITH DRAWER",344.22
3017,US-2017-160528,23/08/2017,30/08/2017,STANDARD CLASS,MH-18115,MICK HERNANDEZ,HOME OFFICE,UNITED STATES,PHARR,TEXAS,78577.0,CENTRAL,OFF-ST-10002743,OFFICE SUPPLIES,STORAGE,SAFCO BOLTLESS STEEL SHELVING,727.296
3018,US-2017-160528,23/08/2017,30/08/2017,STANDARD CLASS,MH-18115,MICK HERNANDEZ,HOME OFFICE,UNITED STATES,PHARR,TEXAS,78577.0,CENTRAL,FUR-FU-10004973,FURNITURE,FURNISHINGS,FLAT FACE POSTER FRAME,22.608
3019,US-2017-160528,23/08/2017,30/08/2017,STANDARD CLASS,MH-18115,MICK HERNANDEZ,HOME OFFICE,UNITED STATES,PHARR,TEXAS,78577.0,CENTRAL,TEC-AC-10002842,TECHNOLOGY,ACCESSORIES,WD MY PASSPORT ULTRA 2TB PORTABLE EXTERNAL HARD DRIVE,666.4
3020,CA-2016-123568,08/11/2016,14/11/2016,STANDARD CLASS,SC-20095,SANJIT CHAND,CONSUMER,UNITED STATES,WEST JORDAN,UTAH,84084.0,WEST,OFF-FA-10002701,OFFICE SUPPLIES,FASTENERS,ALLIANCE RUBBER BANDS,5.04
3021,CA-2016-123568,08/11/2016,14/11/2016,STANDARD CLASS,SC-20095,SANJIT CHAND,CONSUMER,UNITED STATES,WEST JORDAN,UTAH,84084.0,WEST,OFF-PA-10001125,OFFICE SUPPLIES,PAPER,XEROX 1988,92.94
3022,CA-2016-123568,08/11/2016,14/11/2016,STANDARD CLASS,SC-20095,SANJIT CHAND,CONSUMER,UNITED STATES,WEST JORDAN,UTAH,84084.0,WEST,FUR-FU-10004090,FURNITURE,FURNISHINGS,"EXECUTIVE IMPRESSIONS 14"" CONTRACT WALL CLOCK",66.69
3023,CA-2016-123568,08/11/2016,14/11/2016,STANDARD CLASS,SC-20095,SANJIT CHAND,CONSUMER,UNITED STATES,WEST JORDAN,UTAH,84084.0,WEST,OFF-BI-10001510,OFFICE SUPPLIES,BINDERS,DELUXE HEAVY-DUTY VINYL ROUND RING BINDER,91.68
